"Direcciones_c";"Direcciones_prueba";"Ciudad";"localizaciones.lat";"localizaciones.long"
"CL 75 SUR 34 330";"CL 75 SUR 34 330 BALCONES DE FIDELENA 1 PH";"SABANETA";6,14458;-75,61537
"CR 48 17 A SUR 51";"CR 48 17 A SUR 51 CONJUNTO RESIDENCIAL VEGAS DE ZUÑIGA";"MEDELLIN";6,188867;-75,58103
"CR 33 29 22";"CR 33 29 22 CONJUNTO RESIDENCIAL ENTREPALMAS DE SANDIEGO PH";"MEDELLIN";6,23349;-75,56834
"CL 51 38 49";"CL 51 38 49 ED BICEN DE LA PLAYA PH";"MEDELLIN";6,246684;-75,55817
"CL 26 39 70";"CL 26 39 70 URBANIZACION VELEROS DEL ESTE";"MEDELLIN";6,22483;-75,56651
"CIR 76 A 53 35";"CIR 76 A 53 35 CONJUNTO DE USO MIXTO JARDIN DE COLORES";"MEDELLIN";6,26612;-75,59367
"CR 33 28 150";"CR 33 28 150 BOSQUES DE SAN DIEGO 1";"MEDELLIN";6,23349;-75,56834
"CL 36 SUR 27 10";"CL 36 SUR 27 10 URBANIZACION ENTREPARQUES APARTAMENTOS PH";"ENVIGADO";6,167147;-75,56939
"CL 40 88 33";"CL 40 88 33 ";"MEDELLIN";6,24918;-75,60862
"CL 76 80 205";"CL 76 80 205 TORRES DE HUNGRIA";"MEDELLIN";6,27723;-75,59154
"CR 81 B 48 A 14";"CR 81 B 48 A 14 ";"MEDELLIN";6,25994;-75,5999
"CR 56 A 61 24";"CR 56 A 61 24 URB TURIN PH";"MEDELLIN";6,26085;-75,57125
"CR 77 AA 47 25";"CR 77 AA 47 25 ";"MEDELLIN";6,2565;-75,59508
"CR 86 49 E 85";"CR 86 49 E 85 SOL PH";"MEDELLIN";6,265405;-75,60343
"CR 93 50 A 91";"CR 93 50 A 91 CALASANZ AZUL PH";"MEDELLIN";6,269128;-75,60422
"CL 55 40 14";"CL 55 40 14 EDIFICIO TORRELIMA 1 PH";"MEDELLIN";6,2494;-75,55884
"CR 88 34 05";"CR 88 34 05 CONJUNTO RESIDENCIAL TORRES DE MONTELIMAR";"MEDELLIN";6,22246;-75,60318
"CR 79 38 56";"CR 79 38 56 TORRE KENYA PH";"MEDELLIN";6,24603;-75,59916
"CL 57 68 C 65";"CL 57 68 C 65 UNIDAD CERRADA PEÑA VERDE PH";"BELLO";6,34034;-75,55916
"CL 49 F 87 125";"CL 49 F 87 125 URBANIZACION DIA DE CAMPO PH";"MEDELLIN";6,263696;-75,60584
"CL 29 41 98";"CL 29 41 98 ";"MEDELLIN";6,226993;-75,56686
"AV 74 B 39 B 166";"AV 74 B 39 B 166 EDIFICIO ENTREPARQUES PH";"MEDELLIN";6,239171;-75,59274
"CL 18 A SUR 22 35";"CL 18 A SUR 22 35 URBANIZACION MANANTIALES DE SAN LUCAS";"MEDELLIN";6,18063;-75,5616
"CL 77 SUR 46 54";"CL 77 SUR 46 54 CONJUNTO RESIDENCIAL PARQUE DE LA SABANA PH";"SABANETA";6,148266;-75,62133
"CR 75 61 130";"CR 75 61 130 LAS CASAS DEL VALLE PH";"MEDELLIN";6,268866;-75,58876
"CL 38 A 80 72";"CL 38 A 80 72 MULTIFAMILIAR CIUDADELA LOS LAURELES PH";"MEDELLIN";6,246534;-75,60041
"DG 29 D 9 SUR 110";"DG 29 D 9 SUR 110 URB LUCCA";"MEDELLIN";6,19128;-75,56568
"CR 41 57 SUR 53";"CR 41 57 SUR 53 ";"SABANETA";6,155262;-75,60568
"CL 38 A 80 72";"CL 38 A 80 72 LOS LAURELES PH";"MEDELLIN";6,246534;-75,60041
"CR 45 77 SUR 170";"CR 45 77 SUR 170 CONJUNTO RESIDENCIAL MATTIZ PH";"SABANETA";6,147082;-75,62036
"CL 12 SUR 52 33";"CL 12 SUR 52 33 ";"MEDELLIN";6,19758;-75,59044
"CL 65 SUR 42 B 14";"CL 65 SUR 42 B 14 CONJUNTO RESIDENCIAL PASEO DE SAN FRANCISCO PH";"SABANETA";6,151171;-75,61002
"CL 37 A 84 A 6";"CL 37 A 84 A 6 ";"MEDELLIN";6,245505;-75,60686
"CL 68 SUR 43 A 70";"CL 68 SUR 43 A 70 EDIFICIO EL ROMERAL";"SABANETA";6,151472;-75,61378
"CL 57 SUR 43 A 16";"CL 57 SUR 43 A 16 EDIFICIO TERRASANTA PH";"SABANETA";6,156748;-75,60666
"CR 47 B 17 A SUR 35";"CR 47 B 17 A SUR 35 PORTONES DE SANTA MARIA PH";"MEDELLIN";6,188788;-75,5806
"CL 24 39 91";"CL 24 39 91 URBANIZACION CANTIZAL PH";"MEDELLIN";6,22359;-75,56665
"CL 77 AC 75 165";"CL 77 AC 75 165 FUENTE AZUL";"MEDELLIN";6,25125;-75,56718
"CL 29 29 31";"CL 29 29 31 CONJUNTO RESIDENCIAL GUAYACANES DE SAN DIEGO";"MEDELLIN";6,226818;-75,56762
"CR 20 B 47 112";"CR 20 B 47 112 URBANIZACION FLORES DEL CASTILLO PH";"MEDELLIN";6,23705;-75,54703
"CL 54 85 40";"CL 54 85 40 SENDERO DE LA 80 PH";"MEDELLIN";6,24589;-75,57457
"CL 51 74 53";"CL 51 74 53 CONJUNTO RESIDENCIAL AIRES DE VALENCIA PH";"MEDELLIN";6,24589;-75,57457
"CR 32 6 SUR 295";"CR 32 6 SUR 295 URBANIZACION PORTOFINO PH";"MEDELLIN";6,193087;-75,56681
"CR 93 50 A 91";"CR 93 50 A 91 UNIDAD RESIDENCIAL CALAZANS AZUL";"MEDELLIN";6,269128;-75,60422
"CL 37 A 84 A 6";"CL 37 A 84 A 6 EDIFICIO ARCO";"MEDELLIN";6,245505;-75,60686
"CL 35 64 A 28";"CL 35 64 A 28 EDIFICIO CONQUISTADORES DEL PARQUE";"MEDELLIN";6,24071;-75,58196
"CR 25 1 A SUR 155";"CR 25 1 A SUR 155 TORRE ALTO TESORO";"MEDELLIN";6,197093;-75,55751
"CR 59 B 51 58";"CR 59 B 51 58 CONJUNTO RESIDENCIAL ALTOBELO PH";"BELLO";6,20542;-75,56718
"CL 79 72 A 64";"CL 79 72 A 64 URB PALMAR DEL VIENTO";"MEDELLIN";6,278728;-75,5809
"CL 49 E 83 A 196";"CL 49 E 83 A 196 SOL NACIENTE";"MEDELLIN";6,26403;-75,60283
"CR 25 1 A SUR 155";"CR 25 1 A SUR 155 EDIFICIO ALTO TESORO";"MEDELLIN";6,197093;-75,55751
"CL 34 C 88 B 55";"CL 34 C 88 B 55 CONJUNTO RESIDENCIAL PLAZA CAMPESTRE";"MEDELLIN";6,24306;-75,61557
"CR 29 C 10 C 80";"CR 29 C 10 C 80 ";"MEDELLIN";6,21175;-75,55851
"CR 27 28 SUR 23";"CR 27 28 SUR 23 MULTIFAMILIAR SEPIA";"ENVIGADO";6,169213;-75,56844
"CL 72 A 50 70";"CL 72 A 50 70 ";"ITAGUI";6,183057;-75,59707
"CL 32 F 75 C 12";"CL 32 F 75 C 12 EDIFICIO MACERATA";"MEDELLIN";6,23851;-75,59525
"CL 25 SUR 41 35";"CL 25 SUR 41 35 ABADIA DEL CAMPO ETAPAS 1 Y 2 PH";"ENVIGADO";6,179183;-75,57776
"CR 47 52 SUR 110";"CR 47 52 SUR 110 TORRE MAYORCA";"SABANETA";6,159782;-75,60608
"CL 34 C 88 B 55";"CL 34 C 88 B 55 PLAZA CAMPESTRE";"MEDELLIN";6,24364;-75,61483
"CR 33 28 10";"CR 33 28 10 ";"MEDELLIN";6,24733;-75,55231
"CL 71 SUR 35 340";"CL 71 SUR 35 340 URBANIZACION ALAIA MANTRA";"SABANETA";6,145587;-75,61096
"CR 76 53 79";"CR 76 53 79 URBANIZACION PARAISO DE LOS COLORES";"MEDELLIN";6,26455;-75,59007
"CR 73 52 65";"CR 73 52 65 CAMINO DE COLORES";"MEDELLIN";6,262998;-75,5872
"CR 59 70 349";"CR 59 70 349 ";"ITAGUI";6,178113;-75,61299
"CR 73 52 65";"CR 73 52 65 CONJUNTO DE USO MIXTO CAMINO DE COLORES";"MEDELLIN";6,262190019;-75,58789999
"CR 29 E 11 SUR 110";"CR 29 E 11 SUR 110 URBANIZACION SAINT PIERRE PH";"MEDELLIN";6,24589;-75,57457
"CR 66 32 B 35";"CR 66 32 B 35 ";"MEDELLIN";6,23636;-75,58656
"CL 61 75 116";"CL 61 75 116 CONJUNTO DE USO MIXTO PIZARRA";"MEDELLIN";6,268863;-75,59059
"CR 33 29 105";"CR 33 29 105 UNIDAD INMOBILIARIA CERRADA HALCONES DE SAN DIEGO PH";"MEDELLIN";6,23349;-75,56834
"CR 80 B 32 D 04";"CR 80 B 32 D 04 BOSQUES Y BALCONES DE LA CASTELLANA";"MEDELLIN";6,24069;-75,60679
"CR 33 28 150";"CR 33 28 150 CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO N 1";"MEDELLIN";6,24733;-75,55231
"CL 34 82 A 15";"CL 34 82 A 15 EDIFICIO SANTA ISABELA";"MEDELLIN";6,24137;-75,60528
"CR 33 28 150";"CR 33 28 150 CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO 1";"MEDELLIN";6,23349;-75,56834
"CL 27 D SUR 27 B 80";"CL 27 D SUR 27 B 80 URBANIZACION SIEMPRE VERDE PH";"ENVIGADO";6,169301;-75,57155
"CL 23 41 20";"CL 23 41 20 UNIDAD RESIDENCIAL GUADUAL PH";"MEDELLIN";6,22195;-75,56706
"CL 3 B SUR 29 C 120";"CL 3 B SUR 29 C 120 ED LOS URALES PH";"MEDELLIN";6,19676;-75,56358
"CL 7 83 31";"CL 7 83 31 CONJUNTO RESIDENCIAL SIEMPRE VERDE PH";"MEDELLIN";6,219442;-75,60536
"CL 36 79 41";"CL 36 79 41 EDIFICIO SARATOGA";"MEDELLIN";6,24397;-75,6
"CR 74 52 55";"CR 74 52 55 OASIS DE COLORES APARTAMENTOS";"MEDELLIN";6,26336;-75,58848
"CR 28 37 B SUR 73";"CR 28 37 B SUR 73 TIERRA PROMETIDA PH";"ENVIGADO";6,161927;-75,57985
"CL 34 C 81 A 21";"CL 34 C 81 A 21 ";"MEDELLIN";6,24246;-75,60352
"CR 77 B 60 81";"CR 77 B 60 81 CONJUNTO RESIDENCIAL LOS ALMENDROS DE LA 80";"MEDELLIN";6,234229;-75,59721
"CR 48 76 D SUR 34";"CR 48 76 D SUR 34 PLAZA PH";"SABANETA";6,152416;-75,6234
"CL 42 101 25";"CL 42 101 25 ";"MEDELLIN";6,255893;-75,61651
"CR 115 A 64 CC 04";"CR 115 A 64 CC 04 BOSQUES DE LA MACARENA PH";"MEDELLIN";6,234582;-75,63348
"CR 76 A 3 C 35";"CR 76 A 3 C 35 TORRE CAPRI CONJUNTO RESIDENCIAL MEDITERRANEO PH";"MEDELLIN";6,24589;-75,57457
"CR 68 42 A 31";"CR 68 42 A 31 ";"MEDELLIN";6,24783;-75,58612
"CR 81 C 49 F 50";"CR 81 C 49 F 50 EDIFICIO BELOHORIZONTE PH";"MEDELLIN";6,26388;-75,5998
"CL 61 75 116";"CL 61 75 116 CONJUNTO DE USO MIXTO PIZARRA PH";"MEDELLIN";6,268863;-75,59059
"CL 78 SUR 40 211";"CL 78 SUR 40 211 PARQUES DE SAN REMO";"SABANETA";6,14549562;-75,62220316
"CL 33 A 70 A 123";"CL 33 A 70 A 123 CONDOMINIO TORREALBA";"MEDELLIN";6,23961;-75,59232
"CL 49 F 87 35";"CL 49 F 87 35 CAMPO VERDE PH";"MEDELLIN";6,263634;-75,60591
"CL 70 SUR 38 358";"CL 70 SUR 38 358 EDIFICIO LYRA PH";"SABANETA";6,14983;-75,61386
"CL 77 SUR 35 A 71";"CL 77 SUR 35 A 71 MADEROS DEL CAMPO ETAPA ll";"SABANETA";6,143216;-75,6188
"CR 76 A 3 C 35";"CR 76 A 3 C 35 TORRE CAPRI C R MEDITERRANEO PH";"MEDELLIN";6,213799;-75,60025
"CR 27 B 37 B SUR 80";"CR 27 B 37 B SUR 80 CONJUNTO RESIDENCIAL MUGA PH";"ENVIGADO";6,159924;-75,57583
"CR 53 61 A 19 PISO 1";"CR 53 61 A 19 PISO 1 ";"MEDELLIN";6,26076;-75,56815
"CR 96 C 50 A 280";"CR 96 C 50 A 280 ";"MEDELLIN";6,288745;-75,55937
"CL 40 88 33";"CL 40 88 33 TORRE PICASSO PH";"MEDELLIN";6,24918;-75,60862
"CL 32 EE 82 40";"CL 32 EE 82 40 ";"MEDELLIN";6,23762;-75,6051
"CL 57 68 C 163";"CL 57 68 C 163 MULTIFAMILIAR AGUA CLARA";"BELLO";6,342532;-75,57481
"CL 38 A 80 72";"CL 38 A 80 72 CIUDADELA LOS LAURELES";"MEDELLIN";6,246534;-75,60041
"CL 61 75 116";"CL 61 75 116 ";"MEDELLIN";6,268863;-75,59059
"CR 65 F 30 C 10";"CR 65 F 30 C 10 NUEVO CONQUISTADORES";"MEDELLIN";6,25092;-75,62802
"CL 34 63 B 8";"CL 34 63 B 8 EDF SALAMANCA";"MEDELLIN";6,24026;-75,57999
"CR 27 D 34 DD SUR 44";"CR 27 D 34 DD SUR 44 ";"ENVIGADO";6,170125;-75,5757
"CL 17 37 A 135";"CL 17 37 A 135 UNIDAD RESIDENCIAL BORNEO DE CASTROPOLO";"MEDELLIN";6,216946;-75,5665
"CL 76 89 C 66";"CL 76 89 C 66 URBANIZACION ROBLEALTO";"MEDELLIN";6,283455;-75,59596
"CL 49 F 87 75";"CL 49 F 87 75 CAMPO DE VERANO";"MEDELLIN";6,263673;-75,60587
"CR 86 A 37 75";"CR 86 A 37 75 ED TAHAMI II";"MEDELLIN";6,24672;-75,60908
"CL 9 SUR 79 C 199";"CL 9 SUR 79 C 199 URBANIZACION PINAR DEL RODEO";"MEDELLIN";6,203324;-75,60257
"CL 65 EE 90 47";"CL 65 EE 90 47 ";"MEDELLIN";6,27998;-75,59816
"CL 49 E 83 A 196";"CL 49 E 83 A 196 COJUNTO RESIDENCIAL SOL NACIENTE PH";"MEDELLIN";6,26403;-75,60283
"CR 38 26 491";"CR 38 26 491 PORTAL DE SAN DIEGO";"MEDELLIN";6,22984;-75,56656
"CR 65 52 B SUR 58";"CR 65 52 B SUR 58 URBANIZACION CELESTE PH";"MEDELLIN";6,24589;-75,57457
"CR 27 A 36 SUR 150";"CR 27 A 36 SUR 150 ";"ENVIGADO";6,165511;-75,57075
"CL 16 A 43 B 126";"CL 16 A 43 B 126 CONJUNTO RESIDENCIAL PARQUES DE VILLA CARLOTA";"MEDELLIN";6,21831;-75,57093
"CL 61 75 116";"CL 61 75 116 CONJUNTO USO MIXTO PIZARRA PH";"MEDELLIN";6,268863;-75,59059
"CR 33 43 63";"CR 33 43 63 EDIFICIO CAMINOS DE SAN PATRICIO";"MEDELLIN";6,238232;-75,55693
"CR 82 A 30 61";"CR 82 A 30 61 ";"MEDELLIN";6,231557353;-75,60444776
"CR 93 50 A 91";"CR 93 50 A 91 CALASANZ AZUL";"MEDELLIN";6,269128;-75,60422
"CR 46 63 58";"CR 46 63 58 ";"MEDELLIN";6,25835;-75,55897
"CL 27 SUR 28 121";"CL 27 SUR 28 121 ";"ENVIGADO";6,1768;-75,57612
"CR 54 A 75 SUR 10";"CR 54 A 75 SUR 10 ";"ITAGUI";6,164082;-75,63623
"CL 37 B SUR 27 D 84";"CL 37 B SUR 27 D 84 URBANIZACION CUBIK PH";"ENVIGADO";6,159709;-75,5745
"CR 43 A 63 SUR 120";"CR 43 A 63 SUR 120 CONJUNTO DE USO MIXTO MISONI PH";"SABANETA";6,153232;-75,61021
"CR 73 52 45";"CR 73 52 45 ";"MEDELLIN";6,261842;-75,58811
"CR 46 63 A 12";"CR 46 63 A 12 PRADO DE SAN NICOLAS";"MEDELLIN";6,258765;-75,55881
"CL 29 C 35 58";"CL 29 C 35 58 UNIDAD RESIDENCIAL SIERRA MORENA";"MEDELLIN";6,228482;-75,56497
"DG 55 34 04";"DG 55 34 04 ";"BELLO";6,34069;-75,54208
"CL 50 A 86 445";"CL 50 A 86 445 ";"MEDELLIN";6,26846;-75,60524
"CR 27 D 27 SUR 164";"CR 27 D 27 SUR 164 ";"ENVIGADO";6,172884;-75,57145
"CR 47 52 SUR 110";"CR 47 52 SUR 110 ";"SABANETA";6,159782;-75,60608
"CL 49 51 31";"CL 49 51 31 ";"BELLO";6,333475;-75,55931
"CR 99 48 09";"CR 99 48 09 ";"MEDELLIN";6,25938;-75,61343
"CR 27 D 27 SUR 164";"CR 27 D 27 SUR 164 URBANIZACION AMARELLO";"ENVIGADO";6,172884;-75,57145
"CR 46 63 A 12";"CR 46 63 A 12 PRADOS DE SAN NICOLAS";"MEDELLIN";6,258765;-75,55881
"CR 87 D 46 12";"CR 87 D 46 12 ";"MEDELLIN";6,255431;-75,60468
"CL 48 F SUR 40 55";"CL 48 F SUR 40 55 URBANIZACION PUERTO LUNA PH";"ENVIGADO";6,157488;-75,59813
"CR 28 29 145";"CR 28 29 145 CONJUNTO RESIDENCIAL SANDIEGO CAMPESTRE";"MEDELLIN";6,23349;-75,56834
"CL 63 39 80";"CL 63 39 80 TORRE ANGEL PH";"MEDELLIN";6,25443;-75,55439
"CR 32 16 120";"CR 32 16 120 EDIFICIO LOS PELICANOS PH";"MEDELLIN";6,21657;-75,56197
"CL 70 SUR 38 358";"CL 70 SUR 38 358 URBANIZACION LYRA PH";"SABANETA";6,14983;-75,61386
"TV 39 CIR 76 32";"TV 39 CIR 76 32 EDIFICIO ZAMORANO";"MEDELLIN";6,246389;-75,59769
"CR 69 C 30 A 21";"CR 69 C 30 A 21 ";"MEDELLIN";6,23264;-75,59101
"CL 53 73 51";"CL 53 73 51 ";"MEDELLIN";6,262581;-75,58819
"CL 54 39 05";"CL 54 39 05 EDIFICIO ARTEMISA PH";"MEDELLIN";6,24796;-75,55832
"CR 33 43 63";"CR 33 43 63 ";"MEDELLIN";6,238232;-75,55693
"CR 81 A 37 D 26";"CR 81 A 37 D 26 ";"MEDELLIN";6,2465;-75,60311
"CR 84 26 B 44";"CR 84 26 B 44 ";"MEDELLIN";6,228816;-75,60685
"CL 64 BC 103 93";"CL 64 BC 103 93 TORRE 9 VILLA SURAMERICANA";"MEDELLIN";6,25515;-75,58408
"CL 38 88 05";"CL 38 88 05 ED SANTA MARIA";"MEDELLIN";6,24822;-75,60937
"CL 35 C 87 A 65";"CL 35 C 87 A 65 ";"MEDELLIN";6,24553;-75,61216
"CR 27 36 SUR 159";"CR 27 36 SUR 159 CONJUNTO RESIDENCIAL BALTICO PH";"ENVIGADO";6,163915;-75,56958
"CR 72 26 A 54";"CR 72 26 A 54 ";"MEDELLIN";6,22839;-75,59261
"CR 52 89 15";"CR 52 89 15 LUNA PH";"MEDELLIN";6,28138;-75,56369
"CR 27 D 34 DD SUR 44";"CR 27 D 34 DD SUR 44 CONJUNTO RESIDENCIAL REFUGIO VERDE";"ENVIGADO";6,170125;-75,5757
"CR 54 75 AA SUR 16";"CR 54 75 AA SUR 16 ";"LA ESTRELLA";6,161481;-75,63644
"CL 27 40 46";"CL 27 40 46 CONJUNTO RESIDENCIAL BOSQUES DEL GUAMAL";"MEDELLIN";6,20906;-75,55296
"CR 38 26 385";"CR 38 26 385 CONJUNTO RESIDENCIAL PUNTA DE PIEDRA";"MEDELLIN";6,228386;-75,56665
"CR 81 A 48 B 51";"CR 81 A 48 B 51 EDIFICIO PALMA SORIANO";"MEDELLIN";6,228729;-75,60315
"CR 97 AD 64 AE 23";"CR 97 AD 64 AE 23 ";"MEDELLIN";6,28346;-75,60841
"CL 16 A 43 B 126";"CL 16 A 43 B 126 PARQUES DE VILLA CARLOTA";"MEDELLIN";6,21831;-75,57093
"CR 72 B 78 B 85";"CR 72 B 78 B 85 SENDEROS DEL PALMAR";"MEDELLIN";6,27915;-75,58161
"CL 69 SUR 45 40";"CL 69 SUR 45 40 TORRE MEDITERRANEO";"SABANETA";6,152333;-75,61558
"CL 27 D SUR 27 C 51";"CL 27 D SUR 27 C 51 TIERRA GRATA CUMBRES PH";"ENVIGADO";6,171808;-75,57125
"CR 46 B 74 SUR 61 LO";"CR 46 B 74 SUR 61 LO ";"SABANETA";6,151053;-75,6193
"TV 36 CIR 72 114";"TV 36 CIR 72 114 TORRE MARIA";"MEDELLIN";6,24099;-75,59546
"CL 32 A 65 B 12";"CL 32 A 65 B 12 ED MONETT";"MEDELLIN";6,23566;-75,58414
"CL 20 A 77 15";"CL 20 A 77 15 ";"MEDELLIN";6,22493;-75,59807
"CL 54 85 40";"CL 54 85 40 SENDEROS DE LA 80";"MEDELLIN";6,24589;-75,57457
"CR 28 29 145";"CR 28 29 145 SAN DIEGO CAMPESTRE";"MEDELLIN";6,23349;-75,56834
"CL 76 80 205";"CL 76 80 205 CONJUNTO RESIDENCIAL HUNGRIA PH";"MEDELLIN";6,27723;-75,59154
"CR 46 B 74 SUR 67";"CR 46 B 74 SUR 67 ";"SABANETA";6,151017;-75,61933
"CL 57 D 85 D 129";"CL 57 D 85 D 129 COLINAS DE CALASANZ";"MEDELLIN";6,27238;-75,60052
"CL 37 77 30";"CL 37 77 30 EDIFICIO SAMBAJ";"MEDELLIN";6,24467;-75,59918
"CL 47 73 25";"CL 47 73 25 ";"MEDELLIN";6,253214;-75,59201
"CR 77 38 122";"CR 77 38 122 TORRE LAURELES";"MEDELLIN";6,244549;-75,59878
"CL 60 75 150";"CL 60 75 150 CIUDADELA RIBERA DEL VALLE";"MEDELLIN";6,269301;-75,59171
"CR 46 63A 12";"CR 46 63A 12 PRADO DE SAN NICOLAS";"MEDELLIN";6,258765;-75,55881
"CR 28 29 85";"CR 28 29 85 CONJUNTO RESIDENCIAL RESERVA DE SAN DIEGO TORRE 1 SUBETAPA 9";"MEDELLIN";6,23349;-75,56834
"CR 46 63 A 12";"CR 46 63 A 12 PRADO DE SAN NICOLAS";"MEDELLIN";6,258539993;-75,55884002
"CR 75 DA 2 B SUR 320";"CR 75 DA 2 B SUR 320 CONJUNTO RESIDENCIAL LOS CABOS P.H";"MEDELLIN";6,20551;-75,59931
"CL 76 SUR 46 22";"CL 76 SUR 46 22 URBANIZACION VIGO APARTAMENTOS ETAPA PH";"SABANETA";6,150408;-75,62048
"CL 12 C SUR 39 153";"CL 12 C SUR 39 153 LA GRUTA DEL PROBLADO PH";"MEDELLIN";6,19177;-75,57507
"CR 80 B 36 27";"CR 80 B 36 27 ";"MEDELLIN";6,244534;-75,6019
"CL 27 SUR 27 D 79";"CL 27 SUR 27 D 79 FARO DEL ESMERALDAL";"ENVIGADO";6,174948;-75,57292
"CL 74 72 A 44";"CL 74 72 A 44 URB AGUA MARINA";"MEDELLIN";6,27428;-75,58278
"CL 27 SUR 27 B 87";"CL 27 SUR 27 B 87 UNIDAD RESIDENCIAL AREKA PH";"ENVIGADO";6,174318;-75,57058
"CL 76 SUR 46 22 1915";"CL 76 SUR 46 22 1915 URBANIZACION VIGO PRIMERA ETAPA";"SABANETA";6,150408;-75,62048
"CL 61 75 116";"CL 61 75 116 URB PIZARRA";"MEDELLIN";6,268863;-75,59059
"CR 82 33 AA 71";"CR 82 33 AA 71 EDIFICIO SANTARIA PH";"MEDELLIN";6,24073;-75,60464
"CR 80 AA 36 52";"CR 80 AA 36 52 ";"MEDELLIN";6,24471;-75,60125
"CR 73 52 65";"CR 73 52 65 CAMINO DE COLORES 1802";"MEDELLIN";6,26219;-75,5879
"CL 75 72 B 110";"CL 75 72 B 110 URB ALMENDRA";"MEDELLIN";6,2753;-75,5839
"CL 75 72 B 55";"CL 75 72 B 55 CONJUNTO RESIDENCIAL PLAZA PILARICA PH";"MEDELLIN";6,27497;-75,58355
"CR 71 52 70";"CR 71 52 70 URB COLORS";"MEDELLIN";6,26072;-75,58598
"CL 27 SUR 27 B 34";"CL 27 SUR 27 B 34 CONJUNTO RESIDENCIAL URBANIZACION SAO BENTO";"ENVIGADO";6,174033;-75,5702
"CR 14 C 50 12";"CR 14 C 50 12 ";"MEDELLIN";6,2344;-75,54151
"CR 84 A 48 BB 75";"CR 84 A 48 BB 75 CONJUNTO RESIDENCIAL DOÑANA";"MEDELLIN";6,26109;-75,60343
"CL 73 73 A 60";"CL 73 73 A 60 EDIFICIO AVENIDA DEL CERRO PH";"MEDELLIN";6,27283;-75,58536
"CL 57 69 27";"CL 57 69 27 RINCON DEL BOSQUE PH";"BELLO";6,348644;-75,56072
"CL 6 C SUR 84 C 45";"CL 6 C SUR 84 C 45 UNIDAD RESIDENCIAL JARDINES DEL RODEO";"MEDELLIN";6,20785;-75,59099
"CR 81 45 31";"CR 81 45 31 ";"MEDELLIN";6,25277;-75,60217
"CL 27 SUR 27 B 34 1502 CONJUN";"CL 27 SUR 27 B 34 1502 CONJUN CONJUNTO RESIDENCIAL URBANIZACION SAO BENTO";"ENVIGADO";6,174033;-75,5702
"CR 46 63 A 12";"CR 46 63 A 12 ";"MEDELLIN";6,25854;-75,55884
"CL 65 SUR 42 B 65";"CL 65 SUR 42 B 65 PORTAL DEL CARMELO PH";"SABANETA";6,151216;-75,61043
"CR 33 27 A 91";"CR 33 27 A 91 UNIDAD RESIDENCIAL CITTE PH";"MEDELLIN";6,22587;-75,56124
"CR 80 A 36 28";"CR 80 A 36 28 ";"MEDELLIN";6,24454;-75,60082
"CR 81 A 33 AA 47";"CR 81 A 33 AA 47 EDIFICIO XUA";"MEDELLIN";6,24045;-75,60403
"CL 65 56 84";"CL 65 56 84 URBANIZACION PASEO DE SEVILLA";"MEDELLIN";6,26633;-75,56507
"CR 42 7 A SUR 92";"CR 42 7 A SUR 92 CONJUNTO RESIDENCIAL BALSOS DE OVIEDO PH";"MEDELLIN";6,1954;-75,57345
"DG 74 B TV 32 EE 165";"DG 74 B TV 32 EE 165 EDIFICIO EL CAMINITO";"MEDELLIN";6,236411;-75,59367
"CR 27 A 37 SUR 80";"CR 27 A 37 SUR 80 URBANIZACION VIENTOS DE LA COLINA";"ENVIGADO";6,161883;-75,57394
"CL 49 D SUR 40 A 78";"CL 49 D SUR 40 A 78 ";"ENVIGADO";6,155808;-75,60071
"CL 65 SUR 42 B 14";"CL 65 SUR 42 B 14 CONJUNTO RESIDENCIAL PASEO SAN FRANCISCO";"SABANETA";6,151171;-75,61002
"CL 74 DG 73 27";"CL 74 DG 73 27 MIRADOR DE LA PILARICA TRES PH";"MEDELLIN";6,27557;-75,58447
"CL 8 84 F 25";"CL 8 84 F 25 CONJUNTO RESIDENCIAL OASIS DE LOS BERNAL";"MEDELLIN";6,21935;-75,60921
"CR 89 44B 104";"CR 89 44B 104 ";"MEDELLIN";6,253544;-75,60545
"CR 52 G 75 SUR 120";"CR 52 G 75 SUR 120 ";"ITAGUI";6,17288;-75,61148
"TV 39 A 72 8";"TV 39 A 72 8 EDIFICIO MONTES DE SEVINO";"MEDELLIN";6,241866;-75,59307
"CR 52 89 15 1708";"CR 52 89 15 1708 TORRE LUNA";"MEDELLIN";6,28138;-75,56369
"CL 71 91 C 57";"CL 71 91 C 57 URBANIZACION CLARO DE ROBLEDALES";"MEDELLIN";6,283877;-75,59848
"CL 51 74 53";"CL 51 74 53 AIRES DE VALENCIA 404";"MEDELLIN";6,24589;-75,57457
"CL 75 A 73 17";"CL 75 A 73 17 URBANIZACION TORRESELVA APARTAMENTOS PH";"MEDELLIN";6,276284;-75,58427
"CR 51 51 38";"CR 51 51 38 EDIFICIO SAN MIGUEL";"ITAGUI";6,17304;-75,6089
"CL 77 SUR 35 A 71";"CL 77 SUR 35 A 71 ";"SABANETA";6,143216;-75,6188
"CL 48 C 77 55";"CL 48 C 77 55 ";"MEDELLIN";6,25942;-75,59343
"CR 90 39 19";"CR 90 39 19 ";"MEDELLIN";6,25025;-75,61005
